Titel,Autor,ISBN,Erscheinungsjahr,Auflage,Zustand,Verlag,Preis,Bestand,Status,Leihfrist
"Zum der Auge, ['Computer & IT']",Jeannine Bolzmann,978-0-203-23178-4,19081906,2,[],Droemer Knaur,24.7,1,[],28
"Schiff der Lesen, ['Technik']",Jeannine Dietz,978-0-05-993549-2,05031887,6,"['In Ordnung', 'In Reparatur', 'Gut', 'Sehr gut', 'Unvollständig', 'Gut', 'Sehr gut', 'Neu']",Piper Verlag,30.78,8,"['grün', 'verliehen', 'verfügbar', 'rot', 'rot', 'verfügbar', 'verfügbar', 'verfügbar']",28
"Tier der Polizei, ['Philosophie']","Heinrich, Carolin",978-0-589-73695-8,19121953,7,"['Sehr gut', 'Abgenutzt', 'Verloren', 'Neu', 'Neu', 'Neu', 'Unvollständig']",Campus Verlag,37.46,7,"['verfügbar', 'rot', 'verfügbar', 'grün', 'verliehen', 'grün', 'verliehen']",28
"Geburtstag der Uns, ['Sachbücher']",Jennifer Fischer,978-0-545-71666-6,12011901,2,['Sehr gut'],VERLAGSGRUPPE HANDELSBLATT,49.44,1,['rot'],7
"Schicken der Fast, ['Reiseliteratur']",Eleonora Rudolph,978-1-258-02226-6,17091946,2,"['Neu', 'In Ordnung', 'Beschädigt', 'In Reparatur', 'Beschädigt']",Verlagsgruppe Herder,21.32,5,"['grün', 'verfügbar', 'verliehen', 'verloren', 'verliehen']",10
"Legen der Nass, ['Reiseliteratur', 'Geschichte']",Erika Fröhlich,978-1-67593-595-8,13061995,4,"['Gut', 'Unvollständig', 'Neu', 'In Ordnung', 'Gut', 'Abgenutzt', 'Neu']",Eulenspiegel Verlagsgruppe,31.84,7,"['rot', 'verliehen', 'grün', 'rot']",28
"Reich der Wissen, ['Psychologie']",Wanda Gieß,978-0-7777-9164-6,10031972,2,"['Abgenutzt', 'Beschädigt', 'Abgenutzt', 'Abgenutzt', 'Abgenutzt', 'Neu', 'Beschädigt', 'Abgenutzt', 'Gut']",Verlag Moderne Industrie,35.37,9,"['grün', 'verfügbar', 'rot', 'rot', 'rot', 'verfügbar', 'verliehen', 'verliehen', 'verfügbar']",21
"Ja der Laufen, ['Belletristik', 'Psychologie']",Cindy Kroker,978-1-349-92859-0,04112023,40,"['Sehr gut', 'In Ordnung', 'Neu', 'Neu', 'Neu', 'Gut', 'Unvollständig']",Haufe Mediengruppe,22.9,7,"['grün', 'rot', 'verliehen', '???']",21
"Wünschen der Denn, ['Kinder- und Jugendbücher']",Hans-Jürgen Linke,978-0-7991-1201-6,11121881,1,[],ROWOHLT VERLAG,22.54,0,[],14
"Wenn der Zeitung, ['Technik']",Angela Hande,978-1-64214-876-3,13052021,2,"['Neu', 'Neu', 'Neu', 'In Reparatur', 'Gut']",Medien Union,52.8,5,"['verfügbar', 'rot', 'rot', 'rot', 'verliehen']",28
"Lehrer der Fest, ['Fantasy & Science-Fiction']",Vesna Schlosser,978-0-8348-2392-1,11102004,4,"['Abgenutzt', 'Neu', 'In Ordnung', 'Gut', 'Neu', 'In Ordnung', 'Sehr gut', 'Gut', 'Unvollständig']",Kiepenheuer & Witsch,32.65,9,"['rot', 'verfügbar', 'verfügbar', 'verliehen', 'rot', 'rot', 'vorgemerkt', 'rot', 'rot']",14 Tage
"Dafür der Acht, ['Psychologie']",Birgitt Stiebitz,978-0-370-94616-0,14011875,1,"['Sehr gut', 'In Ordnung']",Suhrkamp Verlag,32.78,4,"['verliehen', 'vorgemerkt', 'verfügbar', 'vorgemerkt']",21
"Berg der Leute, ['Religion & Spiritualität', 'Geschichte']",Birgitt Pärtzelt,978-1-82037-490-8,01041933,2,[],Thienemann-Esslinger,26.36,1,['verfügbar'],28
"Sechs der Name, ['Wissenschaft']",Irmengard Bolander,978-0-330-20508-5,18021881,4,"['Gut', 'In Ordnung', 'Gut', 'Ausgemustert']",Verlag J. Neumann,42.95,4,[],28
"Bein der Dir, ['Psychologie']",Geert Binner,978-0-926889-65-1,19041891,30,"['Unvollständig', 'In Ordnung', 'Sehr gut', 'Ausgemustert', 'In Ordnung']",Fischer Verlage,64.91,5,"['verfügbar', 'verfügbar', 'verfügbar', 'vorgemerkt', 'gelb']",21
"Musik der Wenig, ['Fantasy & Science-Fiction']",Sigrid Weitzel,978-1-85543-443-1,12091966,1,[],Reinhold Kühn Verlag,2182,0,[],14
"Sollen der Zimmer, ['Reiseliteratur']",Selim Weitzel,978-0-12-612119-3,07061943,3,"['Neu', 'In Ordnung']",VERLAGSGRUPPE RANDOM HOUSE,29.83,2,"['vorgemerkt', 'grün']",10
"Später der Warm, ['Wissenschaft']",Cindy Knappe,978-1-57373-412-7,10081946,8,"['Verloren', 'Neu', 'Gut']",dtv Verlagsgesellschaft,31.42,3,"['verfügbar', 'verfügbar', 'verfügbar']",28
"Schnell der Gelb, ['Religion & Spiritualität']",Swantje Oderwald,978-0-478-82786-6,05061991,9,['Abgenutzt'],Diederichs Verlag,41.4,1,['grün'],21
"Kurz der Herz, ['Biografien']",Ehrenfried Weitzel,978-0-317-59669-4,08022003,1,"['Verloren', 'Sehr gut', 'Sehr gut', 'Neu', 'In Ordnung', 'Sehr gut']",Silberschnur Verlag,18.65,6,"['grün', 'verfügbar', 'grün', 'grün', 'rot', 'rot']",21
"Gehören der Schlafen, ['Belletristik']",Hannelore Weitzel,978-1-5155-5970-2,06031913,9,"['Unvollständig', 'Sehr gut']",Verlagsgruppe Random House,34.13,4,"['rot', 'rot', 'verliehen', 'rot']",14
"Stunde der Seit, ['Sachbücher']","Stiffel, Cläre",978-0-588-21754-0,16051915,6,"['Sehr gut', 'Unvollständig']",Verlagsgruppe Hüthig Jehle Rehm,25.26,3,[],21
"Los der Baum, ['Reiseliteratur', 'Philosophie']",Heinz-Günter Lehmann,978-1-322-23732-9,21081900,4,"['Sehr gut', 'Gut', 'In Reparatur', 'Neu', 'Unvollständig', 'Beschädigt', 'Gut']",Goldmann Verlag,3728,7,"['gelb', 'verloren', 'gelb', 'verliehen', 'verliehen', 'verfügbar', 'verfügbar']",28
"Fahrrad der Flasche, ['Belletristik']","Fischer, Jurij",978-0-12-132953-2,07101883,7,"['In Ordnung', 'In Reparatur']",Nomos Verlagsgesellschaft,35.01,6,"['rot', 'rot', 'grün', 'rot', 'rot', 'ausgeliehen']",14
"Waschen der Von, ['Kinder- und Jugendbücher']",Annegrete Kroker,1-927268-17-6,19720403,7,"['Gut', 'Sehr gut']",Ernst Klett Verlag,44.28,8,"['gelb', 'verfügbar', 'rot', 'verliehen', 'ausgeliehen', 'grün', 'grün', 'grün']",14
"Bin der Anfangen, ['Kinder- und Jugendbücher']","Spieß, Jurij",978-1-82042-336-1,12121990,2,"['In Ordnung', 'Unvollständig', 'Neu', 'Verloren', 'Neu', 'Neu', 'Gut']",Verlagsgruppe Herder,34.76,7,"['rot', 'verfügbar', 'verfügbar', 'verfügbar', 'vorgemerkt', 'verfügbar', 'rot']",14
"Zwischen der Rufen, ['Technik', 'Computer & IT']","Süßebier, Anna-Maria",978-1-151-96007-8,09081933,6,[],Ullstein Buchverlage,24.2,0,[],28
"Sicher der Trinken, ['Geschichte']",Valentin Hande,978-1-56814-145-9,16111955,9,"['Neu', 'Abgenutzt']",dtv Verlagsgesellschaft,39.13,2,"['grün', 'verfügbar']",28
"Lange der Alt, ['Fantasy & Science-Fiction']",Heinz-Günter Thanel,0-541-33044-6,30111875,5,"['Ausgemustert', 'Verloren', 'Unvollständig', 'Gut', 'Neu', 'In Reparatur']",Haufe Mediengruppe,54.56,6,"['verfügbar', 'rot', 'verfügbar', 'verfügbar']",14 Tage
"Tier der Deshalb, ['Belletristik', 'Computer & IT']",Erika Binner,978-0-14-770955-4,26031901,4,['In Reparatur'],Hans Gerig Musikverlage,31.11,1,['verfügbar'],28
"Laut der Da, ['Kinder- und Jugendbücher']",Milan Fröhlich,978-1-277-63746-5,1959-07-07,2,[],Verlagsgruppe Ippen,32.49,0,[],14
"Zwei der Sehr, ['Gesundheit']",Caren Wirth,978-0-7528-6126-5,23051915,2,"['Neu', 'In Reparatur', 'Sehr gut', 'Neu', 'Neu', 'In Ordnung', 'Sehr gut', 'Sehr gut']",VERLAGSGRUPPE GEORG VON HOLTZBRINCK,36.02,8,"['verliehen', 'verliehen', 'verliehen', 'verfügbar', 'verfügbar', 'rot', 'rot', 'rot']",21
"Gern der Mama, ['Fantasy & Science-Fiction']",Johannes Aumann,978-1-5138-5131-0,08011940,5,"['Beschädigt', 'Gut', 'In Ordnung']",Diederichs Verlag,21.56,3,['rot'],14
"Arbeiten der Hunger, ['Kinder- und Jugendbücher']",Blanka Stiebitz,978-1-59737-181-0,22062006,3,"['Abgenutzt', 'In Ordnung', 'Ausgemustert', 'Gut', 'Abgenutzt']",Cornelsen Verlag,32.41,5,"['verfügbar', 'verfügbar', 'rot', 'verfügbar', 'verfügbar']",14
"Sieben der Natürlich, ['Wissenschaft']",Falko Zobel,978-1-08-549250-8,09041984,1,"['In Reparatur', 'Beschädigt', 'Beschädigt', 'In Ordnung', 'Beschädigt', 'Sehr gut', 'Gut']",dtv Verlagsgesellschaft,29.07,7,"['verfügbar', 'vorgemerkt', 'verfügbar', 'verfügbar', 'rot', 'rot', 'rot']",28
"Finger der Sind, ['Philosophie']",Silvia Süßebier,978-1-5490-8897-1,11071898,9,"['Beschädigt', 'Ausgemustert', 'Sehr gut', 'Sehr gut', 'Beschädigt']",SingLiesel Verlag,35.55,5,"['verloren', 'grün', 'rot', 'verfügbar', 'grün']",28
"Fuß der Sich, ['Kinder- und Jugendbücher', 'Kinder- und Jugendbücher']","Fischer, Harold",978-1-163-72988-5,03091966,5,"['Verloren', 'Sehr gut', 'Neu', 'Abgenutzt', 'In Reparatur', 'Sehr gut', 'Abgenutzt']",Fischer Verlage,21.18,8,"['verliehen', 'grün', 'rot', 'verliehen', 'vorgemerkt', 'rot', 'verliehen', 'rot']",14
"Öffnen der Bruder, ['Krimis & Thriller', 'Religion & Spiritualität']",Nadeschda Gorlitz,978-1-69786-732-9,10121883,6,"['Sehr gut', 'Sehr gut', 'Neu', 'Gut', 'Abgenutzt', 'Gut', 'Unvollständig', 'Unvollständig']",Gräfe und Unzer Verlag,29.92,8,"['grün', 'rot', 'verfügbar', 'grün', 'rot', 'rot', 'verfügbar', 'rot']",unbekannt
"Weiter der Herr, ['Fantasy & Science-Fiction']",Jeannine Schomber,978-0-581-67342-8,15051891,7,"['Verloren', 'Gut']",Beltz & Gelberg,27.89,5,"['rot', 'grün', 'rot', 'verliehen', 'rot']",14
"Zwei der Ziehen, ['Belletristik', 'Geschichte']",Kornelius Kraushaar,978-0-17-492142-4,10091976,5,"['Unvollständig', 'Abgenutzt', 'In Ordnung']",Verlag C.H. Beck,24.6,3,"['verfügbar', 'verfügbar', 'grün']",28
"Brauchen der Wollen, ['Psychologie']","Bolzmann, Blanka",978-1-09-375556-5,11031970,8,"['Beschädigt', 'Neu', 'Gut']",Verlag Gerhard Rautenberg,19.99,3,"['verliehen', 'verfügbar', 'grün']",21
"Fenster der Bringen, ['Sachbücher']",Mathilde Scholtz,978-0-7650-2029-1,02091962,3,"['Gut', 'Neu', 'Sehr gut', 'Sehr gut']",Verlagsgruppe Handelsblatt,12.8,4,[],21
"Denn der Früh, ['Gesundheit']",Thea Bolzmann,978-1-219-95291-5,09121898,3,"['Sehr gut', 'Neu', 'Gut', 'In Ordnung', 'Neu', 'Unvollständig']",Verlagsgruppe Georg von Holtzbrinck,38.37,6,"['rot', 'rot', 'verfügbar', 'verliehen', 'verfügbar']",21
"Dein der Feuer, ['Psychologie', 'Psychologie']",Galina Atzler,978-0-350-09356-3,18072000,8,"['Neu', 'Beschädigt', 'Abgenutzt', 'Beschädigt', 'Sehr gut', 'Neu', 'Abgenutzt', 'Ausgemustert', 'In Ordnung']",Redline Verlag,22.35,9,['verfügbar'],7
"Arbeit der Dem, ['Belletristik']",Guiseppe Fischer,978-0-8127-5084-3,25052002,2,"['Abgenutzt', 'Beschädigt', 'Sehr gut', 'In Reparatur', 'Neu']",Verlagsgruppe Herder,35.9,5,"['grün', 'grün', 'verliehen', 'rot', 'verliehen']",14
"Warum der Heiß, ['Reiseliteratur', 'Reiseliteratur']",Julia Lachmann,978-1-85642-418-9,01091931,8,"['Neu', 'Neu', 'In Ordnung', 'Sehr gut']",Verlagsgruppe Herder,29.4,4,"['rot', 'rot', 'verliehen']",10
"Neben der Unser, ['Biografien', 'Kinder- und Jugendbücher']",Ahmad Berger,978-1-117-22023-9,01081961,20,[],Suhrkamp Verlag,25.07,1,[],14
"Arbeiten der Reich, ['Technik']",Joachim Gnatz,978-1-85825-665-8,19051105,6,['Gut'],Heyne Verlag,31.33,1,['grün'],28
"Vielleicht der Wie, ['Philosophie']","Gieß, Dino",978-0-13-696615-9,27062018,9,[],Reinhold Kühn Verlag,56.83,0,[],28
"Sache der Hund, ['Fantasy & Science-Fiction']",Kathleen Weitzel,978-1-57717-101-0,20092013,9,['Neu'],Rowohlt Verlag,36.91,1,['verfügbar'],14
"Gesund der Sein, ['Kinder- und Jugendbücher']",Hannes Adler,978-0-456-09324-5,25022009,3,['Sehr gut'],Verlag C.H. Beck,14.39,2,['rot'],14
"Himmel der Berg, ['Biografien']",Blanka Hering,978-0-7206-2940-8,08081882,1,"['Gut', 'In Ordnung', 'Beschädigt']",WEKA-Verlagsgruppe,24.89,3,"['grün', 'rot']",21
"Früh der Kommen, ['Kunst und Kultur']",Swantje Käster,978-1-55860-297-7,31071929,3,"['Neu', 'Gut', 'Neu', 'Sehr gut']",SingLiesel Verlag,2429,4,"['grün', 'gelb', 'verfügbar', 'rot']",21
"Baum der Heiß, ['Psychologie']",Madlen Nerger,978-0-259-15383-2,23022018,9,"['Ausgemustert', 'In Ordnung', 'Unvollständig', 'Gut']",Goldmann Verlag,23.54,4,"['rot', 'verfügbar', 'rot', '???']",
"Eltern der Zeit, ['Kinder- und Jugendbücher']",Cindy Wesack,978-1-135-07748-8,15101903,7,"['Sehr gut', 'Ausgemustert', 'Ausgemustert', 'Sehr gut', 'Beschädigt', 'Abgenutzt']",MM Verlag,26.64,6,"['rot', 'grün', 'rot', 'rot', 'grün', 'verfügbar']",14
"Laufen der Fußball, ['Fantasy & Science-Fiction']",Gina Dietz,978-1-943474-66-0,02021993,9,"['Abgenutzt', 'Neu', 'Neu', 'Gut', 'Ausgemustert']",Heyne Verlag,32.68,5,"['rot', 'rot', 'verfügbar', 'verfügbar', 'verliehen']",14
"Welt der Ob, ['Kunst und Kultur', 'Belletristik']",Inga Peukert,978-1-61123-953-9,15021927,7,"['Sehr gut', 'Beschädigt', 'In Ordnung', 'Gut', 'Sehr gut', 'Neu', 'Neu', 'Gut', 'Neu']",Redline Verlag,37.35,9,"['verfügbar', 'verfügbar', 'grün', 'verliehen', 'vorgemerkt', 'verliehen', 'rot', 'verloren']",14
"Bein der Küche, ['Computer & IT']",Joachim Henk,978-1-916476-40-0,26111899,5,"['Ausgemustert', 'In Ordnung', 'Neu', 'Verloren', 'Gut', 'Neu', 'Sehr gut']",Verlagsgruppe Hüthig Jehle Rehm,39.76,7,"['verfügbar', 'grün', 'verfügbar', 'verliehen', 'rot', 'verfügbar', 'rot']",28
"Gab der Ball, ['Kinder- und Jugendbücher']","Mies, Geert",978-0-581-75931-3,13041976,3,"['Verloren', 'Gut', 'Neu', 'Verloren', 'Neu', 'Unvollständig', 'Gut', 'Gut', 'Gut']",Diederichs Verlag,25.0,9,"['grün', 'rot', 'verfügbar']",14
"Lesen der Viel, ['Kinder- und Jugendbücher', 'Belletristik']",Eleonora Berger,978-0-9790802-9-6,06031994,6,"['Gut', 'Neu', 'Beschädigt']",Ullstein Buchverlage,15.04,3,"['verliehen', 'ausgeliehen', 'verfügbar']",14
"Kommen der Das, ['Belletristik', 'Belletristik']",Cindy Noack,978-1-69109-873-6,18091982,1,"['In Ordnung', 'Neu', 'In Ordnung', 'Gut']",Verlag Gerhard Rautenberg,19.89,4,"['rot', 'grün', 'grün', 'rot']",14
"Hinein der Immer, ['Belletristik']",Dietlinde Fischer,978-1-5186-0166-8,1909-03-19,7,"['Gut', 'In Ordnung', 'Gut', 'In Reparatur', 'Abgenutzt', 'Gut', 'In Reparatur', 'Abgenutzt']",Fischer Verlage,18.43,8,[],999
"Wenig der Schiff, ['Geschichte']",Norbert Gorlitz,978-1-00-206049-0,26041881,80,[],REINHOLD KÜHN VERLAG,19.05,0,[],28
"Bein der Haben, ['Religion & Spiritualität']",Hannes Binner,978-1-284-35478-2,03061966,3,"['In Ordnung', 'Sehr gut']",Münchener Verlagsgruppe,33.06,2,"['verfügbar', 'rot']",21
"Lernen der Früh, ['Sachbücher']",Czeslaw Wirth,978-1-82550-987-9,20051921,3,"['In Ordnung', 'Neu', 'Neu', 'In Ordnung', 'In Ordnung', 'Neu']",Hubert Burda Media,41.11,6,"['grün', 'vorgemerkt', 'rot', 'rot', 'rot']",21
"Schwer der Hängen, ['Fantasy & Science-Fiction']",Wanda Lachmann,978-0-475-25727-7,03011901,5,[],Verlagsgruppe Ippen,12.77,0,[],14
"Herr der Affe, ['Belletristik', 'Wissenschaft']",Wanda Haase,978-0-16-978409-6,1942-04-08,4,"['Abgenutzt', 'Sehr gut', 'Abgenutzt', 'Verloren', 'In Ordnung', 'Gut']",Springer Fachmedien,25.74,6,"['verliehen', 'grün']",28
"Lustig der Hoch, ['Wissenschaft', 'Belletristik']",Hannes Lehmann,978-1-83277-485-7,28051907,6,"['Neu', 'Sehr gut', 'Sehr gut', 'Sehr gut', 'Sehr gut', 'Sehr gut', 'In Ordnung', 'In Reparatur', 'In Ordnung']",WEKA-Verlagsgruppe,42.5,9,"['rot', 'verliehen', '???', 'rot', 'ausgeliehen', 'grün', 'vorgemerkt', 'rot', 'verloren']",14
"Geschenk der Hart, ['Biografien']",Gina Zobel,978-0-86999-241-8,04101920,3,"['In Reparatur', 'Neu', 'Beschädigt', 'Sehr gut']",Hubert Burda Media,36.12,4,"['verfügbar', 'rot', 'grün', 'rot']",21
"Deshalb der Opa, ['Sachbücher']",Sükrü Lindau,978-1-310-86952-5,04101980,5,"['In Ordnung', 'In Ordnung', 'In Ordnung', 'Sehr gut', 'Abgenutzt', 'Unvollständig']",Hubert Burda Media,45.13,6,"['vorgemerkt', 'verfügbar', 'verliehen', 'grün', 'verfügbar', 'verfügbar']",21
"Zehn der Monat, ['Belletristik']","Köhler, Milan",978-1-4449-2357-5,09081881,4,"['In Reparatur', 'Gut', 'In Ordnung']",MM Verlag,28.31,3,"['rot', 'verfügbar', 'rot']",14
"Rechnen der Rot, ['Krimis & Thriller']",Julia Conradi,978-1-71657-244-9,10021950,5,"['In Ordnung', 'Unvollständig', 'Unvollständig']",Thomas Kettler Verlag,30.08,3,"['verliehen', 'verfügbar']",14
"Endlich der Grün, ['Sachbücher']",Swantje Gehringer,978-0-14-771184-7,31031952,1,"['Gut', 'Abgenutzt', 'Sehr gut', 'Ausgemustert']",Carlsen Verlag,32.72,4,"['verliehen', 'gelb', 'rot']",21
"Sind der Bin, ['Reiseliteratur']",Blanka Scholtz,978-0-17-047118-3,24102008,3,['In Ordnung'],dtv Verlagsgesellschaft,33.44,1,['verfügbar'],10
"Drehen der Hören, ['Krimis & Thriller']",Patrizia Schomber,978-1-58505-175-5,05061894,6,"['In Ordnung', 'Verloren', 'In Reparatur', 'Gut', 'In Ordnung', 'Gut', 'In Ordnung', 'Unvollständig']",Rowohlt Verlag,22.84,8,"['rot', 'rot', 'rot', 'grün', 'verfügbar', 'rot', 'rot', 'verfügbar']",14
"Wetter der Nie, ['Computer & IT']",Anni Austermühle,978-1-382-06621-1,29032009,3,[],Münchner Verlagsgruppe,29.56,5,"['rot', 'rot', 'rot', 'verliehen', 'verfügbar']",28
"Tot der Waschen, ['Geschichte']",Andrey Gutknecht,978-1-72505-568-1,25071925,1,['Neu'],Münchener Verlagsgruppe,33.96,5,"['rot', 'vorgemerkt']",28
"Lachen der Sitzen, ['Belletristik']",Irmengard Budig,978-1-4105-2670-0,09051985,6,['Sehr gut'],Beltz & Gelberg,39.07,1,['verliehen'],14
"Lachen der Vergessen, ['Kunst und Kultur']",Inga Gieß,978-0-365-79165-2,13111883,6,"['Gut', 'Gut', 'In Ordnung', 'Gut', 'Beschädigt']",Thomas Kettler Verlag,30.27,5,[],21
"Zimmer der Einige, ['Belletristik']",Lydia Rogner,978-1-83551-026-1,29101907,1,"['Beschädigt', 'In Ordnung']",Suhrkamp Verlag,32.18,2,"['rot', 'grün']",14
"Nach der Sohn, ['Belletristik']","Rudolph, Anna-Maria",978-1-72103-066-8,07071925,3,"['Unvollständig', 'In Ordnung', 'Neu', 'In Ordnung', 'Gut']",Münchener Verlagsgruppe,3525,5,"['gelb', 'verliehen']",14
"Wohnung der Stehen, ['Wissenschaft', 'Gesundheit']",Joachim Aumann,978-0-511-06565-1,27031968,7,"['Sehr gut', 'Gut', 'Gut', 'Neu', 'Sehr gut']",Hans Gerig Musikverlage,26.99,5,['verfügbar'],21
"Minutenmir der Schon, ['Wissenschaft', 'Kinder- und Jugendbücher']",Cindy Gehringer,0-945812-58-2,1992-11-02,1,"['Sehr gut', 'Abgenutzt', 'Sehr gut', 'In Reparatur', 'In Reparatur', 'In Reparatur', 'Abgenutzt']",Verlagsgruppe Weltbild,2360,7,"['verliehen', 'verfügbar', 'grün', 'rot', 'grün', 'verfügbar']",14
"Hat der Den, ['Geschichte']",Arthur Pärtzelt,978-0-539-49579-9,27071906,9,"['Sehr gut', 'Unvollständig']",Thienemann-Esslinger,37.51,2,"['verloren', 'grün']",28
"Wir der Hase, ['Naturwissenschaften', 'Kinder- und Jugendbücher']",Erika Pärtzelt,978-0-473-23656-4,28101892,3,"['Neu', 'Neu']",Bonnier Verlagsgruppe,29.51,2,"['rot', 'verfügbar']",14
"Dann der Wasser, ['Geschichte', 'Kinder- und Jugendbücher']",Angela Bolander,978-0-18-046042-9,01012025,20,"['Abgenutzt', 'Sehr gut', 'Gut', 'Gut', 'Ausgemustert', 'Beschädigt', 'Neu', 'Neu']",Cornelsen Verlag,20.59,8,"['rot', 'verfügbar', 'verliehen', 'verfügbar', 'grün', 'gelb', 'rot', 'rot']",14
"Steigen der Stein, ['Kinder- und Jugendbücher']",Maja Hein,978-1-887612-53-1,25091903,3,"['Sehr gut', 'Verloren', 'Beschädigt', 'Sehr gut', 'Unvollständig', 'Beschädigt', 'Gut', 'Gut']",Reclam Verlag,23.29,8,"['rot', 'grün', 'rot', 'verliehen', 'verfügbar', 'verliehen', 'grün', 'rot']",14
"Ging der Eis, ['Belletristik']",Albin Lehmann,978-1-05-192147-6,16101904,6,"['Sehr gut', 'Neu', 'Sehr gut', 'Abgenutzt', 'In Reparatur', 'Sehr gut', 'In Ordnung', 'Gut', 'Sehr gut']",C.H. Beck,36.79,9,"['vorgemerkt', 'verfügbar', 'verliehen', 'grün', 'rot', 'rot', 'verliehen', 'gelb', 'verfügbar']",14
"Nase der Ins, ['Technik']",Philipp Bolander,978-0-678-15442-7,01051893,1,"['Abgenutzt', 'Beschädigt']",Verlagsgruppe Herder,21.63,2,"['verfügbar', 'rot']",28
"Papa der Zeit, ['Religion & Spiritualität', 'Philosophie']",Norbert Gnatz,978-0-8213-3861-2,07021902,1,"['Neu', 'Neu']",Hubert Burda Media,23.26,2,"['ausgeliehen', 'verfügbar']",28
"Teller der Fragen, ['Kinder- und Jugendbücher']",Jenny Binner,978-1-79723-497-7,06051902,8,[],Verlagsgruppe Random House,24.0,3,"['rot', 'rot']",14
"Glücklich der Danach, ['Sachbücher']",Mathilde Stiffel,978-0-04-489056-0,19041968,4,"['Neu', 'Gut']",Hubert Burda Media,21.95,4,"['rot', 'rot', 'verfügbar', 'rot']",21
"Ging der Nichts, ['Sachbücher', 'Reiseliteratur']",Birgitt Berger,978-0-468-54432-2,19032008,9,"['In Ordnung', 'Abgenutzt', 'Neu', 'Sehr gut', 'In Ordnung', 'Sehr gut']",Heyne Verlag,18.77,6,"['rot', 'verliehen']",10
"Hat der Nennen, ['Reiseliteratur', 'Kinder- und Jugendbücher']",Valentin Lindau,978-1-61677-345-8,30111916,6,"['Sehr gut', 'Abgenutzt', 'Ausgemustert', 'Beschädigt', 'Neu', 'Sehr gut', 'Neu']",Verlagshaus Römerweg,20.78,7,"['grün', 'grün', 'verliehen', 'rot', 'verliehen', 'verliehen', 'grün']",14
"Schauen der Lernen, ['Reiseliteratur', 'Kinder- und Jugendbücher']",Silvia Pohl,978-1-69257-489-5,05121948,2,['Abgenutzt'],Verlagsgruppe Herder,61.09,1,['rot'],14
"Kann der Gesund, ['Wissenschaft', 'Kinder- und Jugendbücher']",Guiseppe Schlosser,1-5232-4441-0,27021886,9,"['Verloren', 'In Ordnung', 'Gut']",Thomas Kettler Verlag,35.23,3,"['grün', 'ausgeliehen', 'rot']",14
"Waschen der Fahrrad, ['Belletristik']","Trub, Johannes",978-0-87721-081-8,05011876,6,"['Sehr gut', 'Abgenutzt', 'Gut', 'Beschädigt', 'Neu', 'Neu', 'In Ordnung', 'Neu']",Verlagsgruppe Husum,41.56,8,"['verfügbar', 'vorgemerkt', 'grün', 'rot', 'vorgemerkt', 'rot']",unbekannt
"Nein der Hinter, ['Naturwissenschaften']",Cindy Budig,978-0-484-85097-1,13071881,4,"['Sehr gut', 'Gut', 'Neu', 'Gut']",Bonnier Verlagsgruppe,31.68,4,"['rot', 'rot', 'rot', 'verliehen']",28
"Freund der Freund, ['Naturwissenschaften']",Kornelius Ehlert,978-0-606-58489-0,10041881,6,"['Abgenutzt', 'Gut', 'Neu', 'Gut']",Verlagsgruppe Ippen,14.94,4,"['verliehen', 'rot', 'grün', 'rot']",28
"Sollen der Sie, ['Sachbücher', 'Naturwissenschaften']","Binner, Annegrete",978-1-71447-517-9,19680207,8,[],Fischer Verlage,19.97,0,[],28
"Dafür der Waschen, ['Kinder- und Jugendbücher']","Budig, Hans-Gerd",978-0-607-76163-4,20051998,7,"['In Ordnung', 'Sehr gut', 'Beschädigt', 'Verloren', 'Neu', 'Gut', 'Beschädigt']",O'Reilly Media,24.34,7,"['verfügbar', 'verliehen', 'verliehen', 'verloren', 'grün', 'grün', 'verliehen']",14
"Kam der Wieder, ['Sport']",Patrizia Zobel,978-1-64525-906-0,31122012,1,"['Neu', 'Unvollständig', 'Beschädigt', 'Unvollständig', 'In Ordnung']",Verlag J. Neumann,50.19,5,"['grün', 'verfügbar', 'rot', 'rot', 'verfügbar']",14
"Haben der Lustig, ['Reiseliteratur']",Hinrich Killer,978-0-518-10929-7,02072012,3,"['Gut', 'In Reparatur', 'In Ordnung']",Rowohlt Verlag,27.12,3,"['verfügbar', 'verfügbar', 'rot']",10
"Denken der Anfangen, ['Belletristik']",Ortrun Peukert,978-1-352-82959-4,16051960,8,"['Gut', 'Gut', 'Unvollständig', 'In Ordnung', 'Neu', 'In Reparatur']",Verlag Moderne Industrie,42.67,6,['rot'],14
"Zurück der Zeitung, ['Psychologie']",Falko Gnatz,978-1-956471-53-3,25032008,3,"['Neu', 'Neu', 'Neu']",Droemer Knaur,30.1,3,"['verfügbar', 'grün', 'verliehen']",7
"Alle der Sonst, ['Belletristik']",Janna Scholtz,978-0-15-344368-8,12021892,5,"['In Ordnung', 'Sehr gut', 'Neu', 'Abgenutzt', 'Neu', 'In Reparatur', 'Abgenutzt']",Hubert Burda Media,28.08,7,"['gelb', 'verliehen', 'verliehen', 'rot', 'grün', 'verliehen', 'grün']",14
"Dort der Unser, ['Belletristik', 'Sachbücher']",Alice Martin,978-1-56314-240-6,08071885,4,"['Ausgemustert', 'In Ordnung']",O'Reilly Media,32.1,2,"['verliehen', 'rot']",21
